captcha_type,captcha_text,user_input,success,typing_time,accuracy,ai_result,generation_strategy,p_distort,p_noise,p_rotate
image (question),SYZAZ,SYZAZ,1,4.06,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),Z3GVK,Z3GVK,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),ZKQD9,ZKQD9,1,5.04,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),C8TR7,C8TR7,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),N9Z82,N9Z82,1,4.57,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),9NHMU,9NHMU,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),EWCTG,EWCTG,1,3.59,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),N4S42,N4S42,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),JKLEL,JKLEL,1,9.1,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),JGTRR,JGTRR,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),QRTZZ,QRTZZ,1,3.54,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),EASDG,EASDG,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),PF3RZ,PF3RZ,1,3.06,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),D9Z6J,D9Z6J,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),MWESG,VRGLZ,0,5.6,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),97FYR,97FYR,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),EC9KG,EC9KG,1,6.21,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),DVVCW,DVVCW,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),AGK7P,AGK7P,1,7.37,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),NJTXC,NJTXC,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),GFUES,GFUES,1,5.31,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),2UJ35,2UJ35,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),GAHG7,GAHG7,1,4.15,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),5L6BS,5L6BS,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),RK2HN,RK2HN,1,5.48,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),4LCVG,4Y4TR,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),3XTPM,2MPV6,0,8.99,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),7GM79,7GM79,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),SAKDM,SAKDM,1,3.09,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),JWWN9,JWWN9,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),W9457,W9457,1,6.43,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),R523B,R523B,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),YYF5C,YYF5C,1,7.46,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),BDT9G,BDT9G,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),LX66F,LX66F,1,5.56,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),AXPXB,AXPXB,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),SZCQJ,SZCQJ,1,5.86,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),W48KT,W48KT,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),UYUQD,UYUQD,1,3.6,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),LWAFA,LWAFA,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),CZH4W,CZH4W,1,8.17,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),KNKJU,KNKJU,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),G6FKY,G6FKY,1,5.49,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),M2S4X,M2S4X,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),4NTGY,4NTGY,1,7.77,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),KL8TZ,KL8TZ,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),2JQBD,2JQBD,1,6.33,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),QLUX6,QLUX6,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),W5APL,MFT2Q,0,4.31,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),VUYZR,VUYZR,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),MLXK9,MLXK9,1,9.31,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),SP28N,SP28N,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),FKVYS,FKVYS,1,3.91,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),L89K2,L89K2,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),FAE6K,FAE6K,1,9.0,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),PZET2,PZET2,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),MRXY7,MRXY7,1,6.24,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),H7NL7,H7NL7,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),64ZPN,64ZPN,1,7.69,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),9A6FH,9A6FH,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),4V27W,4V27W,1,3.31,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),KCNFE,KCNFE,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),4B8PF,4B8PF,1,3.75,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),3MZWN,3MZWN,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),ESXAW,ESXAW,1,8.4,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),KJWV3,KJWV3,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),2Y59D,NXEL7,0,6.72,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),UG4ZQ,UG4ZQ,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),B5QBV,B5QBV,1,5.36,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),K4TFM,K4TFM,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),KBDZT,KBDZT,1,3.59,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),DZWPJ,DZWPJ,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),H44ZS,H44ZS,1,5.29,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),BVZ3D,C7ZPA,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),8JW64,U9VT3,0,8.56,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),YBUG7,YBUG7,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),2JXV7,2JXV7,1,3.04,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),G3XJQ,G3XJQ,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),HALCK,HALCK,1,6.22,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),PVTRT,PVTRT,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),MQQZG,MQQZG,1,5.73,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),NXUCR,NXUCR,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),ZSK2Q,ZSK2Q,1,7.37,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),FMP9A,FMP9A,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),RH7EV,RH7EV,1,4.53,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),9UFF2,TMG6J,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),2WXXW,2WXXW,1,6.75,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),N5RQ4,N5RQ4,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),5NA42,5NA42,1,9.35,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),NW9PW,NW9PW,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),VSCUP,VSCUP,1,4.75,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),URCMZ,URCMZ,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),SG7QZ,SG7QZ,1,9.56,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),7LK6G,7LK6G,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),XQHFQ,XQHFQ,1,7.23,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),L7FQ8,L7FQ8,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),XPSRN,TYV9Y,0,9.18,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),Q4B34,Q4B34,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),MYSWP,MYSWP,1,8.93,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),2U3ZM,2U3ZM,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),73GDW,73GDW,1,7.96,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),22LYL,22LYL,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),UV2EK,YKYUK,0,6.94,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),YXE3E,YXE3E,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),NWAGK,NWAGK,1,5.55,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),S5SR6,S5SR6,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),USSN7,USSN7,1,6.68,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),F6A8L,F6A8L,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),EVZDG,EVZDG,1,9.39,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),7453S,7453S,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),MBW8S,MBW8S,1,6.74,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),Z59BU,Z59BU,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),3F75H,3F75H,1,3.28,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),VTCG4,VTCG4,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),EKGH2,EKGH2,1,6.76,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),3LWGD,3LWGD,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),DUVKA,62G3V,0,3.78,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),QA2VR,QA2VR,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),RKWJT,RKWJT,1,6.93,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),KQ98R,KQ98R,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),SRF2X,WTF22,0,6.1,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),GSLSD,GSLSD,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),GXLGN,F89W3,0,7.27,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),2J7R5,2J7R5,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),KZ4LK,KZ4LK,1,5.92,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),2N8M3,2N8M3,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),AYGYK,AYGYK,1,5.99,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),NTZ3V,NTZ3V,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),DHLRZ,2N8YH,0,9.63,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),9UBBL,9UBBL,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),7DEZL,7DEZL,1,4.06,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),EKGCH,EKGCH,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),XT4YE,Z8M2Z,0,7.89,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),GLHMG,GLHMG,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),V7EWP,B9MU9,0,8.82,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),85LTK,85LTK,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),ZU92T,7V922,0,3.61,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),PJQ6Z,PJQ6Z,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),FUQ2Z,KVNAL,0,5.81,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),E5U2T,E5U2T,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),2UM65,2UM65,1,4.04,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),KDT8B,KDT8B,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),8LLHG,8LLHG,1,9.94,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),H72A6,H72A6,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),8A55G,8A55G,1,5.79,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),GN4CF,GN4CF,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),D2DRV,GCSRS,0,5.91,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),8ANP8,8ANP8,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),84P5K,84P5K,1,7.51,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),NR8JW,NR8JW,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),5FASE,5FASE,1,3.43,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),35XMP,35XMP,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),FSE3X,FRKW7,0,3.77,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),JL3L6,JL3L6,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),EPT2Z,EPT2Z,1,3.1,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),6C9DR,6C9DR,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),TEVWK,LT8XD,0,4.8,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),R4UES,R4UES,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),CDN6D,CDN6D,1,8.11,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),KYQUS,KYQUS,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),EPXU7,EPXU7,1,8.6,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),W39AW,W39AW,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),LURMW,LURMW,1,9.95,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),QJQZW,QJQZW,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),L6J3R,L6J3R,1,3.68,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),52J3P,EHQDT,0,0,0.0,FAILURE_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),K5KP9,F46SE,0,9.8,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),X2GZS,X2GZS,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),SBTTY,SBTTY,1,4.11,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),XW5H7,XW5H7,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),8V5J8,8V5J8,1,9.31,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),96QE8,96QE8,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),YXGZV,YXGZV,1,5.87,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),E4238,E4238,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),FPUHM,6DZ8E,0,4.93,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),QX2AD,QX2AD,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),2VHQ4,2VHQ4,1,6.18,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),C97LJ,C97LJ,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),6DQU6,KSCZ8,0,6.41,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),5H5RY,5H5RY,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),W5JZJ,W5JZJ,1,5.3,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),XJMAY,XJMAY,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),RUXD2,RUXD2,1,7.25,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),UV5XB,UV5XB,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),38UD2,38UD2,1,7.97,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),V4YBW,V4YBW,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),US84W,US84W,1,3.18,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),UA8D7,UA8D7,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),5J4M9,5J4M9,1,8.49,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),LYW2F,LYW2F,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),TLNM4,VZ4H4,0,5.34,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),DZWLR,DZWLR,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),G5RLQ,G5RLQ,1,9.72,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),LDU7Y,LDU7Y,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),TFVCC,TFVCC,1,9.14,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),NJYTN,NJYTN,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),846KU,846KU,1,4.57,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),4HE9A,4HE9A,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),9HHWG,9HHWG,1,9.75,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),5RQT9,5RQT9,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),5UW69,5UW69,1,8.58,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),M3PM7,M3PM7,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),M8E59,D79YT,0,7.05,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),D4HMY,D4HMY,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),HJ4QQ,HJ4QQ,1,9.67,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),FTTBM,FTTBM,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),XCZU8,XCZU8,1,7.18,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),P2ENX,P2ENX,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),XLU68,XLU68,1,9.86,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),U59B2,U59B2,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),9VSZZ,94A7Z,0,8.42,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),LDNYX,LDNYX,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),R5FKF,FNH9W,0,6.5,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),L2SAV,L2SAV,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),MF8SA,MF8SA,1,8.6,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),UMCFW,UMCFW,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),GM57V,GM57V,1,6.08,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),52S4Q,52S4Q,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (semantic),T883K,T883K,1,7.78,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (question),UFDGE,UFDGE,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),87TNQ,87TNQ,1,3.46,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),HE8R3,HE8R3,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),7737Y,7737Y,1,6.64,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),XLSUT,XLSUT,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),WKE2K,WKE2K,1,6.05,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (semantic),CADTV,CADTV,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),3KXB4,U6TWZ,0,5.15,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),TBKG8,TBKG8,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (question),XPS5S,XPS5S,1,9.37,1.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),D86YC,D86YC,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),UVBN6,H4499,0,3.03,0.0,HUMAN_AGENT,G3_Human_Expert,0.4,0.4,0.4
image (adversarial),4M4BE,4M4BE,1,0,1.0,SUCCESS_MLLM,G3_Human_Expert,0.4,0.4,0.4
